MESA;DEPARTAMENTO;MUNICIPIO;PADRÓN;COMUNIDAD;NOMBRE DEL ESTABLECIMIENTO;UBICACIÓN/DIRECCIÓN
6289;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6290;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6291;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6292;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6293;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6294;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6295;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6296;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6297;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6298;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6299;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6300;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6301;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6302;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6303;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6304;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6305;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6306;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6307;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6308;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6309;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6310;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6311;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6312;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6313;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6314;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6315;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6316;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6317;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA;25 DE JULIO DIAGONAL 2 2-51
6318;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6319;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6320;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6321;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6322;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6323;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6324;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6325;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6326;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6327;Chimaltenango;Tecpán Guatemala;400;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6328;Chimaltenango;Tecpán Guatemala;395;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6329;Chimaltenango;Tecpán Guatemala;394;CABECERA MUNICIPAL;3 SALÓN MUNICIPAL TECPAN GUATEMALA;1 CALLE 1-22
6330;Chimaltenango;Tecpán Guatemala;380;CEM - CAQUIXAJAY;SALÓN COMUNAL ALDEA CAQUIXAJAY;CENTRO DE LA COMUNIDAD ALDEA CAQUIXAJAY
6331;Chimaltenango;Tecpán Guatemala;380;CEM - CAQUIXAJAY;SALÓN COMUNAL ALDEA CAQUIXAJAY;CENTRO DE LA COMUNIDAD ALDEA CAQUIXAJAY
6332;Chimaltenango;Tecpán Guatemala;380;CEM - CAQUIXAJAY;SALÓN COMUNAL ALDEA CAQUIXAJAY;CENTRO DE LA COMUNIDAD ALDEA CAQUIXAJAY
6333;Chimaltenango;Tecpán Guatemala;380;CEM - CAQUIXAJAY;SALÓN COMUNAL ALDEA CAQUIXAJAY;CENTRO DE LA COMUNIDAD ALDEA CAQUIXAJAY
6334;Chimaltenango;Tecpán Guatemala;270;CEM - CAQUIXAJAY;SALÓN COMUNAL ALDEA CAQUIXAJAY;CENTRO DE LA COMUNIDAD ALDEA CAQUIXAJAY
6335;Chimaltenango;Tecpán Guatemala;270;CEM - CAQUIXAJAY;SALÓN COMUNAL ALDEA CAQUIXAJAY;CENTRO DE LA COMUNIDAD ALDEA CAQUIXAJAY
6336;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6337;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6338;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6339;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6340;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6341;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6342;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6343;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6344;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6345;Chimaltenango;Tecpán Guatemala;380;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6346;Chimaltenango;Tecpán Guatemala;314;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6347;Chimaltenango;Tecpán Guatemala;314;CEM - XECOXOL;ESCUELA OFICIAL RURAL MIXTA, ALDEA XECOXOL;CENTRO DE LA COMUNIDAD ALDEA XECOXOL
6348;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6349;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6350;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6351;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6352;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6353;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6354;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6355;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6356;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6357;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6358;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6359;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6360;Chimaltenango;Tecpán Guatemala;380;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6361;Chimaltenango;Tecpán Guatemala;248;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6362;Chimaltenango;Tecpán Guatemala;248;CEM - XENIMAJUYU;ESCUELA OFICIAL RURAL MIXTA ALDEA XENIMAJUYU;CENTRO DE LA COMUNIDAD ALDEA XENIMAJUYU
6363;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6364;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6365;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6366;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6367;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6368;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6369;Chimaltenango;Tecpán Guatemala;380;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6370;Chimaltenango;Tecpán Guatemala;367;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6371;Chimaltenango;Tecpán Guatemala;366;CEM - PACHICHIAC;ESCUELA OFICIAL RURAL MIXTA ALDEA PACHICHIAC;CENTRO DE LA COMUNIDAD ALDEA PACHICHIAC
6372;Chimaltenango;Tecpán Guatemala;380;CEM - CHIVARABAL;ESCUELA OFICIAL RURAL MIXTA ALDEA CHIVARABAL;CENTRO DE LA COMUNIDAD ALDEA CHIVARABAL
6373;Chimaltenango;Tecpán Guatemala;380;CEM - CHIVARABAL;ESCUELA OFICIAL RURAL MIXTA ALDEA CHIVARABAL;CENTRO DE LA COMUNIDAD ALDEA CHIVARABAL
6374;Chimaltenango;Tecpán Guatemala;380;CEM - CHIVARABAL;ESCUELA OFICIAL RURAL MIXTA ALDEA CHIVARABAL;CENTRO DE LA COMUNIDAD ALDEA CHIVARABAL
6375;Chimaltenango;Tecpán Guatemala;244;CEM - CHIVARABAL;ESCUELA OFICIAL RURAL MIXTA ALDEA CHIVARABAL;CENTRO DE LA COMUNIDAD ALDEA CHIVARABAL
6376;Chimaltenango;Tecpán Guatemala;243;CEM - CHIVARABAL;ESCUELA OFICIAL RURAL MIXTA ALDEA CHIVARABAL;CENTRO DE LA COMUNIDAD ALDEA CHIVARABAL
6377;Chimaltenango;Tecpán Guatemala;380;CEM - VISTA BELLA;ESCUELA OFICINAL RURAL MIXTA ALDEA VISTA BELLA;CENTRO DE LA COMUNIDAD ALDEA VISTA BELLA
6378;Chimaltenango;Tecpán Guatemala;198;CEM - VISTA BELLA;ESCUELA OFICINAL RURAL MIXTA ALDEA VISTA BELLA;CENTRO DE LA COMUNIDAD ALDEA VISTA BELLA
6379;Chimaltenango;Tecpán Guatemala;197;CEM - VISTA BELLA;ESCUELA OFICINAL RURAL MIXTA ALDEA VISTA BELLA;CENTRO DE LA COMUNIDAD ALDEA VISTA BELLA
6380;Chimaltenango;Tecpán Guatemala;380;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6381;Chimaltenango;Tecpán Guatemala;380;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6382;Chimaltenango;Tecpán Guatemala;380;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6383;Chimaltenango;Tecpán Guatemala;380;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6384;Chimaltenango;Tecpán Guatemala;380;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6385;Chimaltenango;Tecpán Guatemala;335;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6386;Chimaltenango;Tecpán Guatemala;334;CEM - PANABAJAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA,;CENTRO DE LA COMUNIDAD ALDEA ALDEA PANABAJAL PANABAJAL
6387;Chimaltenango;Tecpán Guatemala;600;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6388;Chimaltenango;Tecpán Guatemala;600;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6389;Chimaltenango;Tecpán Guatemala;600;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6390;Chimaltenango;Tecpán Guatemala;498;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6391;Chimaltenango;Tecpán Guatemala;498;CABECERA MUNICIPAL;ESCUELA MIGUEL GARCIA GRANADOS TECPAN GUATEMALA;1 CALLE 4-32
6392;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6393;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6394;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6395;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6396;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6397;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6398;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6399;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6400;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6401;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6402;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6403;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6404;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6405;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6406;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6407;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6408;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6409;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6410;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6411;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6412;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6413;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6414;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6415;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6416;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6417;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6418;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA INTEGRAL FELIPE LOPEZ;3 CALLE 1-91
6419;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6420;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6421;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6422;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6423;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6424;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6425;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6426;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6427;Chimaltenango;Patzún;226;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6428;Chimaltenango;Patzún;226;CABECERA MUNICIPAL;CENTRO RECREATIVO CULTURAL Y POLIDEPORTIVO;3 CALLE 5-24
6429;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6430;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6431;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6432;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6433;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6434;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6435;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6436;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6437;Chimaltenango;Patzún;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6438;Chimaltenango;Patzún;298;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6439;Chimaltenango;Patzún;298;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA, CANTÓN NORTE MANZANA;NO. CANTÓN NORTE
6440;Chimaltenango;Patzún;380;CEM - XEATZAN BAJO;ESCUELA OFICIAL RURAL MIXTA ALDEA XEATZAN BAJO;CENTRO DE LA COMUNIDAD ALDEA XEATZAN BAJO
6441;Chimaltenango;Patzún;380;CEM - XEATZAN BAJO;ESCUELA OFICIAL RURAL MIXTA ALDEA XEATZAN BAJO;CENTRO DE LA COMUNIDAD ALDEA XEATZAN BAJO
